Date,Open,High,Low,Close,Adj Close,Volume,adj_factor,Adj Open,Adj High,Adj Low,Amount,Return
2000-04-25,144.625,148.15625,144.4375,148.15625,101.06510162353516,14102000,0.6821521307642111,98.65625191177404,101.06510162353516,98.52834838725575,2064400593.75,0.040681152865011505
2000-04-26,147.96875,148.75,146.0,146.484375,99.92465209960938,7711100,0.6821522916666667,100.93722190755209,101.47015338541667,99.59423458333333,1135278746.09375,-0.011348456748740965
2000-04-27,143.0,147.34375,143.0,146.0,99.59422302246094,15595300,0.6821522124826092,97.5477663850131,100.51086505798445,97.5477663850131,2253520850.0,-0.0033122618503460544
2000-04-28,147.0,147.859375,145.0625,145.09375,98.97603607177734,8743400,0.6821523054699279,100.2763889040794,100.86261354159262,98.95471881223142,1276946246.875,-0.006226400173531488
2000-05-01,146.5625,148.484375,145.84375,147.0625,100.31902313232422,7328300,0.6821523034922173,99.97794698057811,101.2889584388522,99.48765001244307,1075886043.75,0.013477578368164878
2000-05-02,145.5,147.125,144.125,144.125,98.3151626586914,9411900,0.6821520392623862,99.2531217126772,100.36161877647856,98.3151626586914,1362960768.75,-0.02017707524570156
2000-05-03,144.0,144.0,139.78125,140.75,96.01293182373047,12630700,0.682152268729879,98.22992669710257,98.22992669710257,95.3520968133984,1798295912.5,-0.023695375181872258
2000-05-04,142.0,142.359375,140.75,141.8125,96.73773193359375,5963600,0.6821523626873072,96.86563550159762,97.11078400693837,96.01294504823848,846272112.5,0.007520633256989484
2000-05-05,141.0625,144.0,140.9375,143.53125,97.91015625,7862400,0.6821521881123449,96.22609303559766,98.22991508817766,96.14082401208361,1118794950.0,0.012046763068129351
2000-05-08,142.75,143.375,141.84375,142.453125,97.17472076416016,5064100,0.6821522572015192,97.37723471551686,97.80357987626782,96.75903423242798,722148572.65625,-0.007539682019667815
2000-05-09,143.0625,143.40625,140.265625,141.3125,96.39666748046875,5620300,0.6821524456822202,97.59043426041264,97.82492416361589,95.68253913889517,799136406.25,-0.008038971884101187
2000-05-10,140.5,140.96875,137.75,138.125,94.22230529785156,10293900,0.6821524365455317,95.84241733464721,96.16217628927792,93.96649813414699,1434068943.75,-0.0228146911600815
2000-05-11,140.125,141.5,139.125,141.28125,96.37532043457031,7091100,0.6821522348830458,95.58658191298679,96.52454123595098,94.90442967810374,997739929.6875,0.022593216596099808
2000-05-12,141.8125,143.46875,141.625,142.8125,97.41984558105469,5960800,0.6821520915960065,96.73769348945868,97.86750789116456,96.60978997228443,848296350.0,0.01077978654221301
2000-05-15,142.75,145.609375,142.0,145.28125,99.10391235351562,4441300,0.6821521177269305,97.37721480551933,99.32774351714477,96.86560071722414,639616595.3125,0.017138976108928006
2000-05-16,146.5625,147.71875,145.3125,146.6875,100.06316375732422,8192200,0.6821519472165264,99.97789476392215,100.76663295289126,99.12520482990149,1201181325.0,0.00963270476085043
2000-05-17,145.6875,146.1875,144.46875,145.15625,99.0186767578125,5907200,0.6821523479547901,99.38107019266347,99.72214636664087,98.54969701859358,859036100.0,-0.010493137701324429
2000-05-18,145.625,146.3125,143.375,143.375,97.8035888671875,4325600,0.6821523199106364,99.33843158698643,99.80741130692499,97.8035888671875,625049200.0,-0.012347214109954763
2000-05-19,142.5625,143.234375,140.40625,141.125,96.26875305175781,6518400,0.6821523688344221,97.2493470819573,97.70766820476793,95.77845603665807,924594300.0,-0.0158174812599734
2000-05-22,141.25,141.46875,137.0,140.0625,95.54393005371094,10839400,0.6821521110483602,96.35398568558087,96.5032064598727,93.45483921362535,1524629356.25,-0.007557648809751072
2000-05-23,140.4375,140.8125,137.5625,138.0,94.13702392578125,7979200,0.6821523472882699,95.7997702722964,96.05557740252951,93.83858227384263,1110854250.0,-0.014834720088412467
2000-05-24,138.0,140.6875,136.5,140.25,95.6718521118164,11081500,0.6821522432215074,94.13700956456802,95.97029371822582,93.11378119973575,1541713687.5,0.01617270668910642
2000-05-25,140.6875,141.8125,137.71875,137.84375,94.03040313720703,8278900,0.6821520971187089,95.97027316338837,96.7376942726469,93.9451341250672,1152966182.8125,-0.01730596127678119
2000-05-26,138.8125,139.6875,137.328125,138.0,94.13702392578125,4814000,0.6821523472882699,94.69127270795296,95.2881560118302,93.67870281744695,666287687.5,0.0011332545876747702
2000-05-30,140.0,142.9375,139.46875,142.5,97.20669555664062,5362700,0.6821522495202851,95.50131493283992,97.50513716580575,95.13892155028226,757481375.0,0.0320881712286889
2000-05-31,142.5625,144.0,142.09375,142.8125,97.41984558105469,6056500,0.6821520915960065,97.24930755815568,98.22990118982494,96.92954876522005,864186843.75,0.0021903498709487934
2000-06-01,143.6875,145.4375,143.0,145.3125,99.1252670288086,8961600,0.6821523752520161,98.01676941902406,99.2105360757151,97.54778966103831,1294951200.0,0.017354430518235375
2000-06-02,148.9375,149.09375,147.484375,147.84375,100.85193634033203,8962200,0.6821521798542856,101.59804028704765,101.7046265651499,100.6067879006969,1329906459.375,0.01726909060676629
2000-06-05,147.46875,148.21875,146.875,147.125,100.36164093017578,6998100,0.6821521898397674,100.5961307454332,101.10774488781303,100.19110288271584,1030798260.9375,-0.004873392612777749
2000-06-06,146.625,147.78125,145.90625,146.46875,99.9139633178711,4858900,0.6821520858058193,100.02054958127826,100.80928793049124,99.53025276960533,712056610.9375,-0.004470622965886406
2000-06-07,146.625,148.0,146.0,147.484375,100.60679626464844,4919500,0.6821522365650493,100.02057168635035,100.9585310116273,99.5942265384972,723435535.15625,0.006910363847573819
2000-06-08,147.5,147.75,146.0625,146.90625,100.21244049072266,5723100,0.6821523283776059,100.61746843569686,100.78800651779126,99.63687446365405,842458204.6875,-0.003927475148404191
2000-06-09,147.5,147.96875,145.625,146.59375,99.999267578125,3085300,0.6821523262630569,100.61746812380089,100.93722702673669,99.33843251205766,453683723.4375,-0.002129475795491942
2000-06-12,146.96875,146.96875,144.875,144.875,98.82682800292969,3678900,0.6821523934628452,100.25508457674253,100.25508457674253,98.8268280029297,536831985.9375,-0.011793755357409452
2000-06-13,144.8125,147.75,144.625,147.59375,100.68143463134766,6558700,0.6821524260434311,98.78419819641437,100.78802094791693,98.65629461653121,958902435.9375,0.01859231319792176
2000-06-14,148.25,148.875,147.1875,147.84375,100.85193634033203,6420500,0.6821521798542856,101.12906066339784,101.55540577580676,100.40427397230266,950534960.9375,0.00169204483447416
2000-06-15,148.125,148.75,146.84375,148.15625,101.06510162353516,5881200,0.6821521307642111,101.04378436944877,101.4701294511764,100.16977695190712,871244643.75,0.0021114153074446307
2000-06-16,148.3125,148.3125,145.875,146.59375,100.2347183227539,5567900,0.6837584707585003,101.40992819437007,101.40992819437007,99.74326692189622,821004254.6875,-0.00825026084102376
2000-06-19,146.46875,149.15625,146.25,148.46875,101.5167465209961,5106900,0.6837583432270837,100.14922983454193,101.98683038196471,99.999657696961,753108159.375,0.012709156343145622
2000-06-20,148.1875,148.875,147.0,147.9375,101.15345764160156,6480000,0.6837580575689164,101.3243971559938,101.79448082057243,100.51243446263071,959445000.0,-0.003585028889579789
2000-06-21,146.9375,148.4375,146.890625,147.875,101.11075592041016,3115000,0.6837582817948278,100.4697325312275,101.49536995391975,100.43768136176837,459170468.75,-0.00042223704405053297
2000-06-22,147.5625,147.6875,145.0,145.625,99.572265625,7490500,0.6837580472103004,100.89704684146996,100.98251659737124,99.14491684549355,1098060484.375,-0.015332841059721325
2000-06-23,145.8125,146.125,143.875,144.375,98.71762084960938,4863300,0.6837584128111471,99.70052356802539,99.91419807202888,98.3757416432038,705634434.375,-0.008620208350749614
2000-06-26,145.375,146.25,144.875,146.234375,99.98896789550781,5201300,0.6837583016681804,99.40136310501173,99.99965161897138,99.05948395417764,758373921.09375,0.012796398974384893
2000-06-27,145.984375,146.71875,145.015625,145.15625,99.25178527832031,4159500,0.6837582624125403,99.81802258938069,100.3201575633399,99.15563177266854,605499714.84375,-0.007399951760947765
2000-06-28,145.625,146.984375,145.3125,145.5625,99.5295639038086,5347700,0.683758274993962,99.57229879599572,100.50178270106564,99.3586243350601,778591696.875,0.0027948175967411615
2000-06-29,144.75,145.75,143.515625,144.1875,98.58942413330078,6345700,0.6837584681980114,98.97403827166215,99.65779673986017,98.13002391248024,916755346.875,-0.009490729148708965
2000-06-30,143.9375,145.59375,143.890625,145.28125,99.33723449707031,7420200,0.6837581208660465,98.41843452215656,99.55090890984096,98.38638336024097,1073030484.375,0.0075564749821115385
2000-07-03,145.4375,147.4375,145.1875,147.28125,100.70479583740234,1436600,0.6837584270733874,99.44411623748579,100.81163309163256,99.27317663071743,210259878.125,0.01367295306296068
2000-07-05,146.375,146.65625,144.375,144.625,98.88858032226562,2748200,0.6837585501971694,100.08515778511067,100.27746487735362,98.71764068471633,399863100.0,-0.018199658541054653
2000-07-06,144.9375,146.46875,144.21875,145.75,99.65776824951172,5963200,0.6837582727239226,99.10221465292354,100.14921950803205,98.61076339440322,866713850.0,0.007748233910789715
2000-07-07,146.6875,148.78125,146.25,148.09375,101.26029968261719,3034800,0.6837580902814412,100.2987648681589,101.73038336968567,99.99962070366077,447301068.75,0.015952427114154233
2000-07-10,147.875,148.90625,147.53125,147.84375,101.08942413330078,2816100,0.6837585229899863,101.11079158714422,101.81591756397765,100.87574959486642,416386785.9375,-0.0016889134979924947
2000-07-11,147.46875,149.125,147.15625,148.15625,101.30307006835938,5431600,0.6837583299277579,100.83298621653404,101.9654609504769,100.61931173843162,802858375.0,0.0021112049165283864
2000-07-12,149.28125,150.125,148.6875,149.125,101.96543884277344,5883000,0.6837581816782795,102.07227605866066,102.64919702445171,101.66629463828919,877761984.375,0.006517203500056468
2000-07-13,149.984375,150.375,149.1875,149.78125,102.4141845703125,5356000,0.6837583781034843,102.55307299086478,102.82016610731145,102.00820303331356,802772343.75,0.00439130321469694
2000-07-14,150.4375,151.25,149.671875,151.25,103.41844177246094,5341900,0.6837582927104855,102.86288815963366,103.41844177246094,102.3393857167772,805792228.125,0.00975807566335618
2000-07-17,150.984375,151.984375,150.6875,151.0,103.24755096435547,4208300,0.6837586156579832,103.23686723598581,103.92062585164379,103.03387639696236,635420422.65625,-0.0016537877837707882
2000-07-18,150.625,150.625,149.34375,149.765625,102.40349578857422,4262100,0.6837583443368545,102.9911006157387,102.9911006157387,102.1150352370571,640147441.40625,-0.008208661503281256
2000-07-19,149.46875,149.90625,148.25,148.5625,101.58087158203125,8506800,0.6837584961348339,102.20052771915344,102.49967206121244,101.36719705198912,1267646118.75,-0.008065604994380138
2000-07-20,149.0,150.625,148.8125,150.625,102.99107360839844,4538900,0.6837581650350104,101.87996659021655,102.99107360839844,101.75176193427248,679983956.25,0.013787074889347828
2000-07-21,149.75,149.75,147.6875,147.6875,100.98255920410156,5656900,0.6837583357027613,102.39281077148851,102.39281077148851,100.98255920410156,841287096.875,-0.019694499695318335
2000-07-24,148.125,148.859375,146.5625,146.84375,100.40565490722656,5628500,0.6837584501024154,101.28172042142029,101.78385553321425,100.21334784313527,830115804.6875,-0.005729291333983255
2000-07-25,147.75,147.84375,146.78125,147.3125,100.7261734008789,4757100,0.6837584957208581,101.02531774275678,101.08942010173061,100.3629267000272,701820909.375,0.0031871511104490935
2000-07-26,146.96875,147.15625,145.640625,145.875,99.7432632446289,12062500,0.6837584455501553,100.49112404444939,100.61932875299004,99.58300735895308,1766213867.1875,-0.009806163464520345
2000-07-27,145.9375,146.625,144.6875,145.375,99.4013442993164,7652600,0.6837581723082814,99.78595827123982,100.25604201470176,98.93126055585446,1114649018.75,-0.0034338793855202
2000-07-28,145.71875,145.90625,141.515625,142.09375,97.15779876708984,6229500,0.6837584254556576,99.6364230593666,99.76462776413953,96.7625009273733,896463984.375,-0.02282918958421476
2000-07-31,142.9375,144.125,142.0625,143.0,97.77743530273438,5265500,0.6837582888303103,97.73470040968247,98.54666337766848,97.13641190695596,752801953.125,0.006357379419372755
2000-08-01,143.625,144.71875,143.125,143.875,98.3757553100586,3946600,0.6837585078023186,98.20481568310801,98.9526765510168,97.86293642920685,567323750.0,0.006100557029771636
2000-08-02,143.875,145.40625,143.625,144.59375,98.8671875,7439800,0.6837583747568619,98.3757361681435,99.42274117948995,98.20479657445428,1073074903.125,0.004983024485607501
2000-08-03,142.875,145.8125,142.625,145.59375,99.5508804321289,4607100,0.6837579252689686,97.69191357280388,99.70045247828149,97.52097409148665,664502189.0625,0.00689146553131792
2000-08-04,146.3125,146.71875,145.40625,146.375,100.08513641357422,3686600,0.6837584041917966,100.04240151331223,100.32017836501515,99.42274545951342,539510868.75,0.005352313328026881
2000-08-07,146.71875,148.4375,146.375,148.125,101.28172302246094,4159800,0.6837584676621835,100.32018767731098,101.49539754360536,100.08514570405211,613245515.625,0.011884782797261018
2000-08-08,147.5,148.8125,147.5,148.6875,101.66629028320312,3658700,0.6837581523880832,100.85432747724228,101.75176005225164,100.85432747724228,541830603.125,0.0037898150838078237
2000-08-09,149.140625,149.21875,147.375,147.4375,100.8116226196289,5383800,0.6837583560466565,101.97614856977087,102.02956719133702,100.768887722376,798358654.6875,-0.008442133043560673
2000-08-10,147.53125,147.859375,146.28125,146.71875,100.3201904296875,4193400,0.6837584864217252,100.87574419990514,101.10010245326228,100.02104609187799,616953975.0,-0.004886677651088078
2000-08-11,146.625,148.0,145.5625,147.40625,100.79023742675781,5089400,0.6837582356701823,100.25605130514049,101.19621887918699,99.52955817974092,748221321.875,0.0046745249165214275
2000-08-14,147.78125,149.5625,147.0625,149.28125,102.0722885131836,2966700,0.6837582651082007,101.04665111552129,102.26459552524527,100.55519986247477,440647659.375,0.012639773158954704
2000-08-15,149.34375,149.8125,148.5625,149.15625,101.98680877685547,5564600,0.6837581983782475,102.1150134390514,102.4355250945412,101.58082734656838,830516550.0,-0.0008377939769719234
2000-08-16,149.3125,149.9375,147.84375,148.625,101.62358093261719,5191600,0.683758324189182,102.09366478049724,102.52101373311548,101.08939474184439,773386162.5,-0.0035678751960803723
2000-08-17,148.6875,150.4375,148.34375,150.1875,102.69196319580078,5652200,0.6837583899845245,101.66632561082399,102.86290279329691,101.43128366426681,844650637.5,0.010458254711758208
2000-08-18,150.375,150.375,149.21875,149.6875,102.35005950927734,4626400,0.6837582263667797,102.82014328990451,102.82014328990451,102.02954784066792,694104575.0,-0.0033349651832370597
