Date,Open,High,Low,Close,Adj Close,Volume,adj_factor,Adj Open,Adj High,Adj Low,Amount,Return
2000-01-03,148.25,148.25,143.875,145.4375,98.95903015136719,8164300,0.6804230693690911,100.87272003396777,100.87272003396777,97.89586910547798,1198876428.125,
2000-01-04,143.53125,144.0625,139.640625,139.75,95.08910369873047,8089800,0.6804229244989658,97.66195288199218,98.02342756063226,95.01468244136339,1145844328.125,-0.039891541939161
2000-01-05,139.9375,141.53125,137.25,140.0,95.25919342041016,12177900,0.6804228101457869,95.21666699477605,96.3010908484459,93.38803069250925,1704525440.625,0.0017871425121676054
2000-01-06,139.625,141.5,137.75,137.75,93.7282485961914,6227200,0.6804228573226236,95.00404145367132,96.27983431115125,93.7282485961914,863634800.0,-0.01620190524169196
2000-01-07,140.3125,145.75,140.0625,145.75,99.17163848876953,8066500,0.6804229055833244,95.4718389396602,99.17163848876953,95.30173321326437,1153761578.125,0.05645244812508743
2000-01-10,146.25,146.90625,145.03125,146.25,99.5118408203125,5741700,0.6804228432158119,99.5118408203125,99.95836831117288,98.68257548014323,839723625.0,0.003424569221435192
2000-01-11,145.8125,146.09375,143.5,144.5,98.32109832763672,7503700,0.6804228257967939,99.21415328649502,99.40552220625037,97.64067550183992,1089208953.125,-0.012038004159763638
2000-01-12,144.59375,144.59375,142.875,143.0625,97.34297943115234,6907700,0.6804227483173602,98.3848767645133,98.3848767645133,97.21540016584284,993521539.0625,-0.009998023709246517
2000-01-13,144.46875,145.75,143.28125,145.0,98.66130065917969,5158300,0.6804227631667564,98.29982606624735,99.17161773155475,97.49182403498682,746583326.5625,0.01345216653156811
2000-01-14,146.53125,147.46875,145.96875,146.96875,100.00088500976562,7437300,0.6804227770173293,99.70320004482053,100.34109639827429,99.3204622327483,1091423775.0,0.013486257080581154
2000-01-18,145.34375,146.625,145.1875,145.8125,99.21415710449219,6488500,0.6804228519810865,98.89520889262604,99.76700067172682,98.788892822004,944583664.0625,-0.007898319191356862
2000-01-19,145.3125,147.0,145.0,147.0,100.02217102050781,6157900,0.6804229321122981,98.87395732256832,100.02217102050783,98.66132515628323,900015571.875,0.008111154763865258
2000-01-20,146.96875,146.96875,143.8125,144.75,98.4912109375,5800100,0.6804228734887737,100.00089918805321,100.00089918805321,97.85331449360427,845998960.9375,-0.015424556483114138
2000-01-21,145.5,145.5,144.0625,144.4375,98.27855682373047,6244800,0.6804227214105095,99.00150596522914,99.00150596522914,98.02339830320153,905300850.0,-0.0021614519240440444
2000-01-24,145.65625,145.84375,139.40625,140.34375,95.49311828613281,7896900,0.6804230205202071,99.10786558264641,99.23544489899395,94.85522170439512,1129256700.0,-0.028751678152755922
2000-01-25,140.515625,141.9375,139.0,141.9375,96.57755279541016,9942500,0.6804230932305427,95.61007620972298,96.57755279541016,94.57880995904544,1404145097.65625,0.011292156438247325
2000-01-26,141.0,141.546875,140.09375,140.8125,95.81202697753906,5158100,0.6804227392989902,95.93960624115762,96.31171242671175,95.32297313366792,726808528.125,-0.007958121837382315
2000-01-27,141.84375,142.21875,138.125,140.25,95.42931365966797,10922700,0.680422913794424,96.51373767852783,96.76889627120073,93.98341496785481,1540612701.5625,-0.004002417338187847
2000-01-28,139.4375,140.0625,135.53125,135.875,92.45245361328125,11916200,0.6804228416800828,94.87645998676655,95.3017242628166,92.21855826145372,1640339406.25,-0.031691304946024346
2000-01-31,135.8125,139.671875,135.0,139.5625,94.9615249633789,10768700,0.6804229285329434,92.40993898138038,95.0359462211872,91.85709535194736,1482715381.25,0.026777311804416115
2000-02-01,139.75,141.6875,138.53125,140.9375,95.89714050292969,8419900,0.6804231698655765,95.08913798871431,96.40745788032886,94.25987225044064,1181680340.625,0.009804354776894897
2000-02-02,141.28125,142.25,140.375,141.0625,95.982177734375,6205900,0.6804230588170137,96.13102027849122,96.7901801167202,95.5143868814383,876098539.0625,0.0008863616755974135
2000-02-03,140.875,143.25,140.0,143.1875,97.42804718017578,7997500,0.6804228524150208,95.85456933396605,97.47057360845173,95.2591993381029,1135894921.875,0.014951602292295085
2000-02-04,143.1875,144.0,142.125,142.59375,97.02405548095703,4925400,0.6804229181219866,97.42805658859196,97.98090020956607,96.70510723808735,703793484.375,-0.004155185518201598
2000-02-07,142.5625,142.78125,141.4375,142.375,96.87522888183594,5845800,0.6804230298987599,97.00280819994197,97.15165073773231,96.23733229130586,832843818.75,-0.0015350920849055427
2000-02-08,143.96875,144.5625,143.625,144.3125,98.19351196289062,4936400,0.6804227767025769,97.95961663339912,98.36361765706627,97.7257213039076,711535781.25,0.01351629323146497
2000-02-09,144.46875,144.46875,141.265625,141.28125,96.1310043334961,8511500,0.6804229459570615,98.29985247373423,98.29985247373423,96.12037272496552,1216080562.5,-0.021228253870867242
2000-02-10,141.625,142.5625,140.875,141.5625,96.3223876953125,6690600,0.6804230477373069,96.36491413579608,97.0028107430498,95.8545968499931,947347143.75,0.0019888807662571395
2000-02-11,141.84375,141.9375,138.03125,138.6875,94.36614990234375,9849800,0.680422892490987,96.51373465676843,96.57752430293947,93.91962237914655,1381588353.125,-0.020518343146032514
2000-02-14,139.78125,139.78125,138.3125,139.5,94.91900634765625,8528800,0.6804229845710126,95.11037531206685,95.11037531206685,94.11100405347818,1190966962.5,0.0058415358962404795
2000-02-15,139.25,141.21875,137.796875,141.078125,95.99279022216797,11078300,0.6804229232715417,94.74889206556219,96.08847469575304,93.76015250518323,1552779533.59375,0.011249123596141608
2000-02-16,140.375,140.9375,138.796875,139.0,94.57880401611328,8845400,0.6804230504756351,95.51438571051727,95.89712367640982,94.44059308398542,1235591812.5,-0.014839694868561182
2000-02-17,140.4375,140.4375,138.21875,138.28125,94.0897216796875,7584200,0.6804228460451978,95.55688344147246,95.55688344147246,94.04719525180968,1056929371.875,-0.005184578934512629
2000-02-18,138.875,138.875,134.625,135.3125,92.06975555419922,9409200,0.6804231357354215,94.49376297525666,94.49376297525666,91.60196464838111,1289942512.5,-0.0217023106952956
2000-02-22,135.1875,136.34375,133.53125,134.96875,91.83583068847656,16415400,0.6804229178122829,91.984673201748,92.77141220046845,90.8577227441214,2217361453.125,-0.0025439683117944867
2000-02-23,135.625,137.46875,134.5,136.5625,92.92027282714844,12119000,0.6804230504505149,92.28237621735109,93.53690621661922,91.51690028559425,1649320156.25,0.011739310063901165
2000-02-24,136.6875,137.03125,133.09375,133.8125,91.04910278320312,17375000,0.6804230007152032,93.00531891025935,93.2392143167552,90.56004875143908,2349968750.0,-0.020342892034699744
2000-02-25,135.1875,136.71875,133.125,133.328125,90.71951293945312,10559900,0.6804229260664479,91.98467431760793,93.02657192314717,90.58130203259589,1417749074.21875,-0.0036264808823300854
2000-02-28,133.375,136.6875,132.71875,136.125,92.6225814819336,13397800,0.680423004458649,90.75141821967232,93.00531942194159,90.30489062299633,1805353550.0,0.02076050128719764
2000-02-29,136.0625,137.4375,135.75,137.4375,93.51561737060547,8242500,0.6804228639971294,92.58003593260942,93.51561737060547,92.36740378761031,1127161875.0,0.009595480629190689
2000-03-01,137.625,139.0,137.21875,138.4375,94.19607543945312,6868000,0.6804231182985327,93.64323165583556,94.57881344349605,93.3668097640268,947998625.0,0.007250065664643479
2000-03-02,138.6875,139.125,137.34375,138.53125,94.2598648071289,7600200,0.6804231161353768,94.36618091902507,94.6638660323343,93.45186235671815,1053458971.875,0.0006769685267382641
2000-03-03,140.4375,141.71875,139.71875,141.125,96.02470397949219,12770300,0.6804230574277569,95.55691312751061,96.42870516983992,95.06785905498441,1797818796.875,0.01855000424344677
2000-03-06,140.8125,141.34375,138.75,139.75,95.08910369873047,11967100,0.6804229244989658,95.81205305601063,96.17352773465069,94.4086807742315,1678759746.875,-0.009791105796609578
2000-03-07,140.0,140.15625,135.21875,137.046875,93.2498550415039,20062000,0.6804230672279387,95.2592294119114,95.36554551616578,92.00595662172783,2779057203.125,-0.019531881678434893
2000-03-08,136.46875,137.84375,135.03125,136.875,93.13289642333984,11808500,0.6804229875677796,92.85647458464042,93.79205619254613,91.87836654001174,1613889835.9375,-0.0012550370954054202
2000-03-09,137.25,140.875,136.125,140.875,95.85457611083984,5500900,0.6804229005206023,93.38804309645266,95.85457611083984,92.62256733336699,764968906.25,0.028804743858190207
2000-03-10,140.1875,142.0,139.53125,140.125,95.34430694580078,7924600,0.6804232431457683,95.38683339849739,96.6201005266991,94.94030564518299,1110682218.75,-0.0053375874203673845
2000-03-13,136.6875,140.46875,135.6875,138.59375,94.30239868164062,10540500,0.6804231697435175,93.00534201431704,95.57819212490972,92.32491884457353,1450801007.8125,-0.01098799732571809
2000-03-14,139.28125,140.09375,136.15625,136.625,92.96276092529297,8263900,0.6804227698100126,94.77013390760082,95.32297740807145,92.64381275194452,1140030829.6875,-0.014307633219155846
2000-03-15,136.875,140.4375,136.0625,139.8125,95.13162994384766,10300800,0.680422923156711,93.13288760707482,95.5568942708206,92.58004398201,1425051300.0,0.02306251812335436
2000-03-16,141.625,146.84375,140.875,146.34375,99.57564544677734,25601400,0.68042294561112,96.36489967217487,99.91585691958291,95.85458246296653,3686201578.125,0.04565610013413135
2000-03-17,145.8125,148.0,145.4375,146.9375,100.23374938964844,10272900,0.682152271473575,99.46632808424066,100.9585361780891,99.21052098243807,1503695737.5,0.006587341132485491
2000-03-20,146.875,147.34375,144.78125,146.1875,99.72212219238281,12502300,0.6821521825900492,100.19110181791348,100.51086065350256,98.76284568561556,1831977646.875,-0.0051174122545569745
2000-03-21,145.53125,149.75,144.5,149.1875,101.76860809326172,13612600,0.6821523793431871,99.2744884562882,102.15231880664226,98.57101881509053,2005944228.125,0.020314148184585434
2000-03-22,149.5625,150.84375,148.6875,150.09375,102.38681030273438,8260000,0.6821523901077452,102.02441684548964,102.89842459531519,101.42753350414536,1237580312.5,0.00605621054633243
2000-03-23,149.15625,153.46875,149.15625,152.65625,104.13479614257812,11654500,0.6821521958162743,101.74726345722117,104.68904480167885,101.74726345722117,1758736890.625,0.01692827799080554
2000-03-24,152.875,155.75,151.71875,153.5625,104.75299072265625,11462900,0.6821521577380952,104.28401111421131,106.24519856770833,103.49527268182663,1756331209.375,0.005918932783590236
2000-03-27,153.375,153.78125,151.8125,151.9375,103.64450073242188,8798600,0.6821522055609831,104.62509452791578,104.90221886142493,103.55923170672675,1343161281.25,-0.010638328099163097
2000-03-28,151.25,152.984375,150.59375,151.0625,103.04761505126953,6334400,0.6821521890030254,103.1755185867076,104.35862628950971,102.72785621267437,957484150.0,-0.005775617885753981
2000-03-29,151.5625,152.484375,149.65625,151.21875,103.15423583984375,6747500,0.6821524172091341,103.38872573325939,104.01758499287406,102.08837268795448,1021508242.1875,0.00103414006824476
2000-03-30,150.15625,151.921875,147.125,148.6875,101.42749786376953,9491900,0.6821521504078657,102.42940883468108,103.63383372524497,100.36163512875724,1418297495.3125,-0.0168810670472892
2000-03-31,149.625,152.3125,148.4375,150.375,102.57862854003906,9249100,0.682152143242155,102.06701443260744,103.90029831757073,101.25695876250738,1387365000.0,0.011285375727102753
2000-04-03,150.125,151.25,148.6875,151.25,103.17556762695312,8508200,0.6821525132360537,102.40814604956257,103.17556762695312,101.42755181178575,1282079387.5,0.0058024650080099605
2000-04-04,151.75,153.0,141.390625,150.125,102.40811920166016,19585500,0.6821523343990685,103.51661674505866,104.36930716305748,96.4499449058933,2956186406.25,-0.007466078676529264
2000-04-05,147.875,150.8125,147.625,149.1875,101.76860809326172,8387200,0.6821523793431871,100.8732830953738,102.8771057096944,100.70274500053799,1245761300.0,-0.006264310415350138
2000-04-06,150.25,151.6875,149.0,150.484375,102.65328216552734,6378500,0.6821524305465424,102.493402689618,103.47399680852865,101.64071215143481,959117105.46875,0.0086554291636034
2000-04-07,151.5625,152.125,150.5,151.4375,103.30342864990234,6023600,0.682152232108311,103.38869767891589,103.77240830947682,102.66391093230081,912575400.0,0.0063134494753791515
2000-04-10,151.75,153.109375,150.3125,150.84375,102.8984146118164,9624200,0.6821523239233738,103.51661515537197,104.4439159707053,102.53602118973212,1456111384.375,-0.003928331119839257
2000-04-11,150.0,151.625,148.375,150.40625,102.5999526977539,9006400,0.6821521891394401,102.32282837091601,103.4313256782676,101.21433106356443,1352789425.0,-0.0029047639436736716
2000-04-12,150.375,151.15625,146.15625,146.28125,99.78610229492188,10779200,0.6821523762951293,102.57866358538006,103.11159512936064,99.70083324788499,1598858525.0,-0.027808553642469036
2000-04-13,147.46875,148.15625,143.78125,144.25,98.40049743652344,12225800,0.6821524952271989,100.59617578053599,101.06515562100469,98.0807384543857,1783247546.875,-0.013983058763905376
2000-04-14,142.625,142.8125,133.5,136.0,92.77271270751953,29604000,0.6821522993199965,97.2919716905145,97.419875246637,91.06733195921954,4124207250.0,-0.05889330684194505
2000-04-17,135.1875,140.75,134.6875,140.75,96.01293182373047,23918200,0.682152268729879,92.21845982892052,96.01293182373047,91.87738369455558,3299964156.25,0.03433033644021588
2000-04-18,140.5625,144.46875,139.78125,144.46875,98.54969024658203,11069200,0.6821523010795209,95.88503282049015,98.54969024658203,95.35210133527177,1577533956.25,0.02607800159160245
2000-04-19,144.5,145.125,142.53125,143.125,97.63298797607422,6553700,0.6821518810555404,98.57094681252558,98.9972917381853,97.22796029669749,942503981.25,-0.009345462613620015
2000-04-20,143.5625,143.9375,142.375,143.8125,98.1020278930664,8537600,0.6821523017336213,97.93148981763301,98.18729693078312,97.12143395932434,1226746400.0,0.004792610179583434
2000-04-24,141.5,143.3125,140.5,142.25,97.03616333007812,12893100,0.6821522905453646,96.5245491121691,97.76095013878258,95.84239682162374,1829208562.5,-0.010924311190549929
